#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,load_gc_count,24
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,cleanup,1006243839
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,insert_ops,1000000
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,insert_lat,92994.802836
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,update_ops,23989735
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r2,update_lat,12636.94698428307
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,runtime,73941
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,throughput,662690.5235255136
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,total_gc_time_%,29.696650031782095
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,load,15331819519
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,used_mem_mb_min,72
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,used_mem_mb_max,6380
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,main_gc_count,125
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,main_gc_time_ms,20031
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,transaction,56853004287
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,load_gc_time_ms,1896
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,read_ops,24002553
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,read_lat,12255.816720371371
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,init,1624563711
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,load_gc_count,23
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,cleanup,468488191
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,insert_ops,1000000
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,insert_lat,91593.676127
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,update_ops,23997447
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r3,update_lat,14775.824443491843
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,runtime,68920
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,throughput,710969.2396982008
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,total_gc_time_%,31.339233894370285
